id,name,nutritions,tags,ingredients,persons,time,url,image
43,"Spaghetti met tartaar, tomaat en wortel","[energie, 615 kcal, koolhydraten, 58 g, waarvan suikers, 11 g, natrium, 320 mg, eiwit, 35 g, vet, 25 g, waarvan verzadigd, 8 g, vezels, 9 g]","[gezond, pasta, hoofdgerecht, wat eten we vandaag, bakken, kinderrecepten]","[bospeen, tomaten, verse platte peterselie, middelgrote ui, knoflook, milde olijfolie, rundertartaar, tomatenpuree, volkorenspaghetti, geraspte kaas 30+]",4,30,https://www.ah.nl/allerhande/recept/R-R1195681/spaghetti-met-tartaar-tomaat-en-wortel,https://static.ah.nl/static/recepten/img_RAM_PRD156268_1024x748_JPG.jpg
44,Biefstuk met romige paddenstoelenjus (advertorial),"[energie, 580 kcal, koolhydraten, 52 g, waarvan suikers, 4 g, natrium, 400 mg, eiwit, 41 g, vet, 21 g, waarvan verzadigd, 11 g, vezels, 10 g]","[hoofdgerecht, bakken]","[iets kruimige aardappel, biefstuk, Verstegen mix voor steak &amp; jus, ongezouten roomboter, arachideolie, sperziebonen, gesneden kastanjechampignons, slagroom]",4,35,https://www.ah.nl/allerhande/recept/R-R1195680/biefstuk-met-romige-paddenstoelenjus-advertorial,https://static.ah.nl/static/recepten/img_RAM_PRD156235_1024x748_JPG.jpg
45,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),"[energie, 255 kcal, koolhydraten, 21 g, waarvan suikers, 12 g, natrium, 200 mg, eiwit, 9 g, vet, 13 g, waarvan verzadigd, 2 g, vezels, 10 g]","[glutenvrij, vegetarisch, gezond, slank, hoofdgerecht, stoven]","[puntpaprika, arachideolie, koelverse muskaatpompoenstukjes, Mexicaanse bonenkruiden, snoepgroente tomatenmix, Bonduelle rode kidneybonen, heet water, verse platte peterselie, yoghurt Griekse stijl 0%]",4,30,https://www.ah.nl/allerhande/recept/R-R1195678/gestoofde-pompoen-met-puntpaprika-en-kidneybonen-advertorial,https://static.ah.nl/static/recepten/img_RAM_PRD156245_1024x748_JPG.jpg
46,Lasagne met chipolata en champignons (advertorial),"[energie, 740 kcal, koolhydraten, 63 g, waarvan suikers, 16 g, natrium, 1320 mg, eiwit, 37 g, vet, 36 g, waarvan verzadigd, 15 g, vezels, 6 g]","[vooraf te maken, oven, pasta, hoofdgerecht]","[middelgrote ui, kastanjechampignon, varkenschipolataworstjes, milde olijfolie, GrandItalia ovensaus lasagne, lasagnebladen, zuivelspread light, Parmezaansekaaspoeder]",4,25,https://www.ah.nl/allerhande/recept/R-R1195677/lasagne-met-chipolata-en-champignons-advertorial,https://static.ah.nl/static/recepten/img_RAM_PRD156291_1024x748_JPG.jpg
47,"Bio pasta met garnalen, feta en tomatensaus (advertorial)","[energie, 615 kcal, koolhydraten, 69 g, waarvan suikers, 15 g, natrium, 1480 mg, eiwit, 27 g, vet, 24 g, waarvan verzadigd, 8 g, vezels, 7 g]","[snel, pasta, hoofdgerecht, koken]","[biologische spaghetti, milde olijfolie, biologische uiensnippers, biologische snoepgroente tomaat, AH Biologisch feta, Heinz tomato frito bio, biologische kalamata-olijven, koelverse biologische garnalen, verse basilicum]",4,15,https://www.ah.nl/allerhande/recept/R-R1195675/bio-pasta-met-garnalen-feta-en-tomatensaus-advertorial,https://static.ah.nl/static/recepten/img_RAM_PRD156236_1024x748_JPG.jpg
48,"Lasagne met champignons, tomaat en mozzarella","[energie, 630 kcal, koolhydraten, 60 g, waarvan suikers, 12 g, natrium, 320 mg, eiwit, 27 g, vet, 29 g, waarvan verzadigd, 11 g, vezels, 9 g]","[vegetarisch, gezond, oven, pasta, hoofdgerecht, wat eten we vandaag]","[kastanjechampignon, milde olijfolie, knoflook, trostomaat, tomatenpuree, gedroogde Italiaanse kruiden, water, groentebouillontablet minder zout, mozzarella, volkoren lasagne bladen, geroosterde pijnboompitten]",4,30,https://www.ah.nl/allerhande/recept/R-R1195667/lasagne-met-champignons-tomaat-en-mozzarella,https://static.ah.nl/static/recepten/img_RAM_PRD156613_1024x748_JPG.jpg
49,Preistamppot met runderballetjes in kerriesaus,"[energie, 570 kcal, koolhydraten, 59 g, waarvan suikers, 11 g, natrium, 280 mg, eiwit, 27 g, vet, 23 g, waarvan verzadigd, 8 g, vezels, 11 g]","[glutenvrij, stamppot, hoofdgerecht, wat eten we vandaag, koken]","[iets kruimige aardappel, koelverse gesneden prei, knoflook, verse platte peterselie, rundertartaar, milde olijfolie, kerriepoeder, zuivelspread naturel]",4,25,https://www.ah.nl/allerhande/recept/R-R1195663/preistamppot-met-runderballetjes-in-kerriesaus,https://static.ah.nl/static/recepten/img_RAM_PRD156617_1024x748_JPG.jpg
50,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ","[energie, 510 kcal, koolhydraten, 41 g, waarvan suikers, 7 g, natrium, 120 mg, eiwit, 27 g, vet, 24 g, waarvan verzadigd, 5 g, vezels, 10 g]","[glutenvrij, lactosevrij, oven, hoofdgerecht, wat eten we vandaag]","[flespompoen, broccoli, rode ui, knoflook, sinaasappel, kipdijfilet, aardappelpartjes met schil, gedroogde tijm, milde olijfolie]",4,15,https://www.ah.nl/allerhande/recept/R-R1195659/geroosterde-groente-met-aardappelpartjes-kip-en-sinaasappel,https://static.ah.nl/static/recepten/img_RAM_PRD156607_1024x748_JPG.jpg
51,"Volkorenpasta met tuinertwensaus, tomaat en makreel","[energie, 630 kcal, koolhydraten, 65 g, waarvan suikers, 11 g, natrium, 320 mg, eiwit, 33 g, vet, 23 g, waarvan verzadigd, 9 g, vezels, 14 g]","[pasta, hoofdgerecht, wat eten we vandaag, bakken]","[volkorenpenne, fijne diepvries tuinerwten, water, snoeptomaatjes, milde olijfolie, verse peterselie, koelverse roomkaas met bieslook, gerookte makreelfilet]",4,20,https://www.ah.nl/allerhande/recept/R-R1195655/volkorenpasta-met-tuinertwensaus-tomaat-en-makreel,https://static.ah.nl/static/recepten/img_RAM_PRD156624_1024x748_JPG.jpg
52,"Volkorenpastasalade met mozzarellabolletjes, sojabonen, tonijn en komkommer","[energie, 530 kcal, koolhydraten, 36 g, waarvan suikers, 4 g, natrium, 280 mg, eiwit, 30 g, vet, 28 g, waarvan verzadigd, 7 g, vezels, 6 g]","[gezond, snel, pasta, hoofdgerecht, wat eten we vandaag, koken]","[volkorenpenne, komkommer, salade-ui, minimozzarella, koelverse sojabonen, tonijn in zonnebloemolie, citroen]",4,15,https://www.ah.nl/allerhande/recept/R-R1195652/volkorenpastasalade-met-mozzarellabolletjes-sojabonen-tonijn-en-komkommer,https://static.ah.nl/static/recepten/img_RAM_PRD156625_1024x748_JPG.jpg
53,Kikkererwtencurry met pinda en spinazie en rijst ,"[energie, 570 kcal, koolhydraten, 71 g, waarvan suikers, 7 g, natrium, 120 mg, eiwit, 20 g, vet, 20 g, waarvan verzadigd, 3 g, vezels, 14 g]","[gezond, vegetarisch, curry, hoofdgerecht, wat eten we vandaag, stoven]","[volkoren basmatirijst, middelgrote ui, arachideolie, kikkererwten in blik, garam masala, AH 100% pindakaas naturel, tomatenblokjes in blik, water, groentebouillontablet minder zout, verse spinazie]",4,30,https://www.ah.nl/allerhande/recept/R-R1195651/kikkererwtencurry-met-pinda-en-spinazie-en-rijst,https://static.ah.nl/static/recepten/img_RAM_PRD156612_1024x748_JPG.jpg
54,"Pizza van volkorenplatbrood met tartaar, paprika en tomatensalsa ","[energie, 440 kcal, koolhydraten, 42 g, waarvan suikers, 10 g, natrium, 200 mg, eiwit, 22 g, vet, 19 g, waarvan verzadigd, 5 g, vezels, 6 g]","[gezond, oven, hoofdgerecht, wat eten we vandaag]","[rode paprika, middelgrote ui, knoflook, milde olijfolie, rundertartaar, gemalen komijnzaad, tomatenpuree, water, salade-ui, Libanees volkoren brood, halfvolle yoghurt, trostomaat, jonge bladsla-rucolamelange]",4,25,https://www.ah.nl/allerhande/recept/R-R1195647/pizza-van-volkorenplatbrood-met-tartaar-paprika-en-tomatensalsa,https://static.ah.nl/static/recepten/img_RAM_PRD156616_1024x748_JPG.jpg
55,"Couscous met gebakken kip, wortel, abrikozen en citroen ","[energie, 560 kcal, koolhydraten, 64 g, waarvan suikers, 13 g, natrium, 240 mg, eiwit, 36 g, vet, 15 g, waarvan verzadigd, 3 g, vezels, 13 g]","[gezond, couscous, hoofdgerecht, wat eten we vandaag, bakken]","[volkorencouscous, groentebouillontablet minder zout, kokend water, kipfilet, milde olijfolie, garam masala, winterpeen, macaronigroenten, gewelde abrikozen zonder pit, citroen]",4,20,https://www.ah.nl/allerhande/recept/R-R1195643/couscous-met-gebakken-kip-wortel-abrikozen-en-citroen,https://static.ah.nl/static/recepten/img_RAM_PRD156606_1024x748_JPG.jpg
56,"Traybake met groente, bonen en fuet sticks (advertorial)","[energie, 665 kcal, koolhydraten, 76 g, waarvan suikers, 16 g, natrium, 960 mg, eiwit, 20 g, vet, 28 g, waarvan verzadigd, 7 g, vezels, 15 g]","[oven, hoofdgerecht]","[verse rozemarijn, knoflook, sinaasappel, milde olijfolie, limabonen in blik, zoete aardappel, broccoli, rode ui, Stegeman ambachtelijke fuet sticks]",4,15,https://www.ah.nl/allerhande/recept/R-R1195621/traybake-met-groente-bonen-en-fuet-sticks-advertorial,https://static.ah.nl/static/recepten/img_RAM_PRD156231_1024x748_JPG.jpg
57,Patatje stoofvlees met pittige allioli (advertorial),"[energie, 765 kcal, koolhydraten, 45 g, waarvan suikers, 7 g, natrium, 440 mg, eiwit, 41 g, vet, 45 g, waarvan verzadigd, 13 g, vezels, 5 g]","[hoofdgerecht, stoven]","[middelgrote ui, winterpeen, runder sukadelap, tarwebloem, ongezouten roomboter, donker bier, water, runderbouillontablet, appelstroop, wit brood, milde mosterd, verse Franse friet, Chovi salsa patatas bravas]",6,25,https://www.ah.nl/allerhande/recept/R-R1195620/patatje-stoofvlees-met-pittige-allioli-advertorial,https://static.ah.nl/static/recepten/img_RAM_PRD156228_1024x748_JPG.jpg
58,Vegan stoof,"[energie, 315 kcal, koolhydraten, 20 g, waarvan suikers, 9 g, natrium, 800 mg, eiwit, 27 g, vet, 13 g, waarvan verzadigd, 2 g, vezels, 5 g]","[veganistisch, slank, hoofdgerecht, stoven]","[middelgrote ui, knoflook, bleekselderij, winterpeen, milde olijfolie, vegan stoofstukjes, gepelde tomaten in blik, verse rozemarijn, citroen]",4,10,https://www.ah.nl/allerhande/recept/R-R1195618/vegan-stoof,https://static.ah.nl/static/recepten/img_RAM_PRD156230_1024x748_JPG.jpg
59,Klassiek Britse pie met kip,"[energie, 690 kcal, koolhydraten, 56 g, waarvan suikers, 5 g, natrium, 280 mg, eiwit, 28 g, vet, 38 g, waarvan verzadigd, 23 g, vezels, 6 g]","[budget, oven, engels, hoofdgerecht]","[water, groentebouillontablet, scharrelkipfilet, ongezouten roomboter, bloem, zout, middelgrote ui, prei, winterpeen, champignons, verse tijm, verse platte peterselie, zonnebloemolie, middelgroot ei]",6,50,https://www.ah.nl/allerhande/recept/R-R1195616/klassiek-britse-pie-met-kip,https://static.ah.nl/static/recepten/img_RAM_PRD156227_1024x748_JPG.jpg
60,Shepherds pie,"[energie, 745 kcal, koolhydraten, 49 g, waarvan suikers, 9 g, natrium, 960 mg, eiwit, 33 g, vet, 45 g, waarvan verzadigd, 23 g, vezels, 7 g]","[vooraf te maken, oven, engels, hoofdgerecht]","[middelgrote ui, winterwortel, zonnebloemolie, rundergehakt, runderbouillontablet, heet water, tomatenpuree, worcestershiresauce, middelgroot ei, kruimige aardappel, ongezouten roomboter, volle melk]",4,45,https://www.ah.nl/allerhande/recept/R-R1195614/shepherd-s-pie,https://static.ah.nl/static/recepten/img_RAM_PRD156339_1024x748_JPG.jpg
61,Turkse dürüm döner,"[energie, 540 kcal, koolhydraten, 38 g, waarvan suikers, 1 g, natrium, 480 mg, eiwit, 31 g, vet, 29 g, waarvan verzadigd, 15 g, vezels, 2 g]","[turks, midden-oosters, hoofdgerecht, bakken]","[rundergehakt, zout, gemalen komijn, gedroogde oregano, knoflookpoeder, pul biber, volle yoghurt, melk, bloem, gedroogde gist, warm water, ongezouten roomboter]",4,45,https://www.ah.nl/allerhande/recept/R-R1195611/turkse-durum-doner,https://static.ah.nl/static/recepten/img_RAM_PRD156342_1024x748_JPG.jpg
62,Vegan pizza salami,"[energie, 765 kcal, koolhydraten, 112 g, waarvan suikers, 8 g, natrium, 2080 mg, eiwit, 22 g, vet, 23 g, waarvan verzadigd, 14 g, vezels, 8 g]","[veganistisch, vooraf te maken, oven, hoofdgerecht]","[zout, lauwwarm water, bloem voor pizzadeeg, gedroogde gist, milde olijfolie, Semola griesmeel, rode ui, jalapeñopeper, pizzasaus aromatizzata, plantaardige rasp Italiaanse stijl, vegan pepersalami]",4,25,https://www.ah.nl/allerhande/recept/R-R1195610/vegan-pizza-salami,https://static.ah.nl/static/recepten/img_RAM_PRD156344_1024x748_JPG.jpg
63,Vegan pizza funghi,"[energie, 690 kcal, koolhydraten, 85 g, waarvan suikers, 13 g, natrium, 960 mg, eiwit, 14 g, vet, 31 g, waarvan verzadigd, 13 g, vezels, 7 g]","[veganistisch, lactosevrij, oven, hoofdgerecht, wat eten we vandaag, 5-ingrediënten]","[paddenstoelen voor risotto, Bertolli pizzabodem, pizzasaus, plantaardige rasp alternatief voor mozzarella, olijfolie truffelaroma, rucola]",2,10,https://www.ah.nl/allerhande/recept/R-R1195609/vegan-pizza-funghi,https://static.ah.nl/static/recepten/img_RAM_PRD156343_1024x748_JPG.jpg
64,Pittige tonijntosti’s met brie en courgette,"[energie, 585 kcal, koolhydraten, 46 g, waarvan suikers, 8 g, natrium, 880 mg, eiwit, 26 g, vet, 32 g, waarvan verzadigd, 14 g, vezels, 4 g]","[oven, brood/sandwiches, brunch, lunch, hoofdgerecht]","[AH Liefde &amp; Passie wit desembrood met pompoenpitten, courgette, brie 60+, pittige tonijnsalade, rauwkost Amsterdamse ui]",2,10,https://www.ah.nl/allerhande/recept/R-R1195608/pittige-tonijntosti-s-met-brie-en-courgette,https://static.ah.nl/static/recepten/img_RAM_PRD153406_1024x748_JPG.jpg
65,Champignonstoof met linzen en aardappelpuree,"[energie, 445 kcal, koolhydraten, 64 g, waarvan suikers, 10 g, natrium, 680 mg, eiwit, 13 g, vet, 13 g, waarvan verzadigd, 8 g, vezels, 10 g]","[vegetarisch, slank, budget, hoofdgerecht, wat eten we vandaag, stoven]","[kastanjechampignon, knoflook, ongezouten roomboter, winterpeen, tomatenpuree, tarwebloem, paddenstoelenbouillontablet, heet water, linzen, kruimige aardappel, melk]",4,35,https://www.ah.nl/allerhande/recept/R-R1195607/champignonstoof-met-linzen-en-aardappelpuree,https://static.ah.nl/static/recepten/img_RAM_PRD153405_1024x748_JPG.jpg
66,Tarte tatin van sjalotten met marmelade,"[energie, 510 kcal, koolhydraten, 52 g, waarvan suikers, 23 g, natrium, 240 mg, eiwit, 9 g, vet, 28 g, waarvan verzadigd, 18 g, vezels, 5 g]","[vegetarisch, budget, oven, frans, hoofdgerecht, wat eten we vandaag, 5-ingrediënten]","[ongezouten roomboter, sinaasappelmarmelade, sjalot, vers bladerdeeg, verse geitenkaas naturel, verse munt]",4,10,https://www.ah.nl/allerhande/recept/R-R1195606/tarte-tatin-van-sjalotten-met-marmelade,https://static.ah.nl/static/recepten/img_RAM_PRD153409_1024x748_JPG.jpg
67,Vega kiproerbak met groene groenten en rijst,"[energie, 520 kcal, koolhydraten, 50 g, waarvan suikers, 2 g, natrium, 840 mg, eiwit, 24 g, vet, 22 g, waarvan verzadigd, 3 g, vezels, 13 g]","[vegetarisch, snel, rijst, hoofdgerecht, wat eten we vandaag, bakken]","[groene asperges, koelvers broccoliroosje, verse selderij, vloeibare boter, vegetarische kipstuckjes, garam masala, 1 minuut basmatirijst]",4,15,https://www.ah.nl/allerhande/recept/R-R1195605/vega-kiproerbak-met-groene-groenten-en-rijst,https://static.ah.nl/static/recepten/img_RAM_PRD153410_1024x748_JPG.jpg
68,"Pasta met kip, venkel en Italiaanse kruiden","[energie, 540 kcal, koolhydraten, 55 g, waarvan suikers, 7 g, natrium, 360 mg, eiwit, 35 g, vet, 18 g, waarvan verzadigd, 6 g, vezels, 9 g]","[gezond, pasta, hoofdgerecht, wat eten we vandaag, bakken]","[venkelknol, knoflook, arachideolie, citroen, zuivelspread naturel light, Italiaanse kruiden, heet water, kipfiletreepjes, biologische volkorenfusilli, rucola]",4,25,https://www.ah.nl/allerhande/recept/R-R1195604/pasta-met-kip-venkel-en-italiaanse-kruiden,https://static.ah.nl/static/recepten/img_RAM_PRD153598_1024x748_JPG.jpg
69,Shakshuka met Provençaalse groente,"[energie, 575 kcal, koolhydraten, 75 g, waarvan suikers, 18 g, natrium, 840 mg, eiwit, 23 g, vet, 18 g, waarvan verzadigd, 4 g, vezels, 9 g]","[vegetarisch, lactosevrij, midden-oosters, noord-afrika, couscous, hoofdgerecht, wat eten we vandaag, stoven, 5-ingrediënten]","[arachideolie, Provençaalse roerbakmix, Fairtrade Original kruidenpasta voor Tunesische shakshuka, biologische passata di pomodoro, parelcouscous, middelgroot ei]",4,25,https://www.ah.nl/allerhande/recept/R-R1195603/shakshuka-met-provencaalse-groente,https://static.ah.nl/static/recepten/img_RAM_PRD153408_1024x748_JPG.jpg
70,Krokante zalm met bloemkool en notenrijst,"[energie, 740 kcal, koolhydraten, 55 g, waarvan suikers, 20 g, natrium, 1360 mg, eiwit, 38 g, vet, 39 g, waarvan verzadigd, 6 g, vezels, 8 g]","[oven, hoofdgerecht]","[bloemkool, honing, sojasaus, sesamolie, appelciderazijn, knoflookpoeder, gemalen gember, notenrijst, salade-uitje, verse koriander, verse zalmfilet op de huid, grof zeezout, zonnebloemolie]",4,5,https://www.ah.nl/allerhande/recept/R-R1195584/krokante-zalm-met-bloemkool-en-notenrijst,https://static.ah.nl/static/recepten/img_RAM_PRD151824_1024x748_JPG.jpg
71,Zalmpakketje uit de oven met pasta,"[energie, 825 kcal, koolhydraten, 72 g, waarvan suikers, 5 g, natrium, 600 mg, eiwit, 42 g, vet, 39 g, waarvan verzadigd, 13 g, vezels, 7 g]","[oven, pasta, hoofdgerecht, wat eten we vandaag]","[verse zalmfilet, groene asperges, venkelknol, citroen, groentebouillontablet, kokend water, cherrytomaten, knoflook, ongezouten roomboter, Italiaanse kruidenmix, verse tagliatelle alluovo]",4,18,https://www.ah.nl/allerhande/recept/R-R1195583/zalmpakketje-uit-de-oven-met-pasta,https://static.ah.nl/static/recepten/img_RAM_PRD151859_1024x748_JPG.jpg
72,Zalmvissticks uit de oven met tacos en salsa,"[energie, 675 kcal, koolhydraten, 41 g, waarvan suikers, 6 g, natrium, 400 mg, eiwit, 28 g, vet, 42 g, waarvan verzadigd, 10 g, vezels, 9 g]","[oven, wrap, hoofdgerecht]","[verse zalmfilet, tarwebloem, middelgroot ei, panko, tomaten, jalapeñopeper, limoen, verse koriander, avocado, maistortilla, crème fraîche, biologische gesneden rodekool]",4,20,https://www.ah.nl/allerhande/recept/R-R1195582/zalmvissticks-uit-de-oven-met-taco-s-en-salsa,https://static.ah.nl/static/recepten/img_RAM_PRD151860_1024x748_JPG.jpg
73,Traybake van orzo met gehaktballetjes in tomatensaus,"[energie, 600 kcal, koolhydraten, 57 g, waarvan suikers, 12 g, natrium, 1400 mg, eiwit, 39 g, vet, 22 g, waarvan verzadigd, 12 g, vezels, 8 g]","[oven, hoofdgerecht]","[passata di pomodoro fijn gekruid, water, Euroma by Jonnie Boer Funghi Trifolati specerijenmelange, bospaddenstoelentablet, verse basilicum, half-om-halfgehakt, Parmigiano Reggiano-poeder, orzo pasta, Italiaanse roerbakmix cavolo nero, mozzarella, kappertjes]",4,15,https://www.ah.nl/allerhande/recept/R-R1195581/traybake-van-orzo-met-gehaktballetjes-in-tomatensaus,https://static.ah.nl/static/recepten/img_RAM_PRD151853_1024x748_JPG.jpg
74,Quesadillatraybake,"[energie, 775 kcal, koolhydraten, 98 g, waarvan suikers, 13 g, natrium, 1920 mg, eiwit, 31 g, vet, 26 g, waarvan verzadigd, 8 g, vezels, 12 g]","[vegetarisch, oven, mexicaans, hoofdgerecht]","[grote tortillawrap, jalapeñopeper, Mexicaanse roerbakgroente, Mexicaanse bonenkruiden, zout, La Morena bayo beans with chipotle &amp; adobo in blik, geraspte kaas tex-mex, maiskorrels in pot, limoen, verse koriander, trostomaat]",4,10,https://www.ah.nl/allerhande/recept/R-R1195580/quesadillatraybake,https://static.ah.nl/static/recepten/img_RAM_PRD151834_1024x748_JPG.jpg
75,"Traybake van zoete aardappel, kikkererwten en knapperige halloumi","[energie, 900 kcal, koolhydraten, 61 g, waarvan suikers, 13 g, natrium, 2040 mg, eiwit, 39 g, vet, 52 g, waarvan verzadigd, 23 g, vezels, 15 g]","[glutenvrij, vegetarisch, oven, hoofdgerecht]","[AH Biologisch kikkererwten in pot, zoete aardappel, aubergine, milde paprikapoeder, gedroogde oregano, komijnzaad, arachideolie, zout, knoflook, halloumi kaas, groene olijven met piment, yoghurt Griekse stijl]",4,15,https://www.ah.nl/allerhande/recept/R-R1195579/traybake-van-zoete-aardappel-kikkererwten-en-knapperige-halloumi,https://static.ah.nl/static/recepten/img_RAM_PRD151855_1024x748_JPG.jpg
76,"Rijsttraybake met zwarte bonen, sperziebonen en tofu","[energie, 925 kcal, koolhydraten, 75 g, waarvan suikers, 8 g, natrium, 600 mg, eiwit, 36 g, vet, 50 g, waarvan verzadigd, 22 g, vezels, 16 g]","[veganistisch, oven, hoofdgerecht]","[tofu naturel, rode ui, zwarte bonen in blik, zonnebloemolie, knoflook, zilvervliesrijst, AH Biologisch diepvries sperziebonen, groentebouillontablet, heet water, pindakaas naturel, kokosmelk, ongezouten pindas]",4,15,https://www.ah.nl/allerhande/recept/R-R1195577/rijsttraybake-met-zwarte-bonen-sperziebonen-en-tofu,https://static.ah.nl/static/recepten/img_RAM_PRD151836_1024x748_JPG.jpg
